,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built
5548,20150406T000000,438800,4.0,2.5,2770,4432,2.0,0,0,9,2770,0,2004
5549,20141215T000000,290000,2.0,1.0,950,5650,1.0,0,0,6,950,0,1943
5550,20150501T000000,324950,4.0,2.0,2160,4800,2.0,0,0,7,1290,870,1929
5551,20141201T000000,453000,3.0,2.5,1650,1838,2.0,0,0,7,1270,380,1991
5552,20140919T000000,556000,3.0,1.0,1800,4005,1.5,0,0,7,1160,640,1929
5553,20141118T000000,315000,3.0,2.0,1660,11135,1.0,0,0,8,1660,0,1971
5554,20140527T000000,445830,3.0,2.5,1870,5449,2.0,0,0,8,1870,0,2003
5555,20141010T000000,1260000,3.0,3.5,3220,3960,2.0,0,4,10,2760,460,1991
5556,20140502T000000,287200,3.0,3.0,1850,19966,1.0,0,0,7,1090,760,1992
5557,20140923T000000,525000,4.0,1.5,1580,6360,1.5,0,0,7,1290,290,1945
5558,20141226T000000,1135000,4.0,4.25,4590,17621,2.0,0,0,10,3160,1430,2003
5559,20141010T000000,381000,3.0,1.75,2700,18246,1.0,0,0,7,1510,1190,1967
5560,20140606T000000,360000,3.0,1.75,1020,7020,1.5,0,0,7,1020,0,1953
5561,20150504T000000,619000,5.0,3.5,2950,2932,3.0,0,0,8,2950,0,2004
5562,20150219T000000,535000,2.0,1.75,1780,224769,1.0,0,0,8,1780,0,1976
5563,20141009T000000,402000,2.0,1.0,710,5100,1.0,0,0,7,710,0,1905
5564,20141110T000000,600000,4.0,3.5,4300,70407,2.0,0,0,10,2710,1590,1992
5565,20140910T000000,549950,3.0,2.5,2080,8690,1.0,0,0,8,1430,650,1974
5566,20140820T000000,300000,4.0,2.0,2360,7440,1.0,0,0,7,1180,1180,1955
5567,20150325T000000,360000,6.0,2.0,2210,9870,2.0,0,0,7,2210,0,1969
5568,20140910T000000,419000,7.0,3.25,4340,8521,2.0,0,0,7,2550,1790,1986
5569,20150407T000000,510000,3.0,3.0,1320,1012,3.0,0,0,8,1320,0,2009
5570,20140916T000000,319950,3.0,2.5,1980,9907,2.0,0,0,8,1980,0,1991
5571,20141007T000000,1180000,5.0,5.0,3960,94089,2.0,0,0,10,3960,0,1998
5572,20141003T000000,381000,4.0,2.5,2130,6003,2.0,0,0,8,2130,0,2003
5573,20150505T000000,256900,3.0,2.5,1720,3951,2.0,0,0,7,1720,0,1992
5574,20150219T000000,346000,5.0,1.0,1790,30456,1.0,0,0,7,1350,440,1964
5575,20141208T000000,465000,2.0,2.25,1390,1222,3.0,0,0,7,1340,50,2009
5576,20150506T000000,545000,3.0,2.0,1900,9975,1.0,0,0,8,1500,400,1973
5577,20140730T000000,516000,2.0,1.75,1640,3090,1.0,0,0,7,910,730,1925
5578,20140609T000000,550000,4.0,2.5,2700,5100,1.0,0,0,8,1440,1260,1968
5579,20150505T000000,339950,4.0,2.25,2200,7150,2.0,0,0,7,2200,0,1990
5580,20150325T000000,417000,3.0,1.0,1310,8514,1.0,0,0,7,1310,0,1953
5581,20150225T000000,906000,4.0,2.5,2480,5000,1.0,0,3,8,1480,1000,1951
5582,20141112T000000,980000,4.0,2.25,3010,9800,2.0,0,0,9,3010,0,1973
5583,20150413T000000,555000,4.0,2.5,2450,5079,2.0,0,0,9,2450,0,2001
5584,20141110T000000,468000,2.0,1.75,1250,7029,1.0,0,0,7,1250,0,1986
5585,20141020T000000,378000,3.0,1.75,2610,117176,1.0,0,0,7,1390,1220,1981
5586,20141216T000000,430000,4.0,2.5,2010,16020,1.5,0,0,8,2010,0,1962
5587,20140516T000000,730100,4.0,2.5,3120,14300,2.0,0,0,9,3120,0,2003
5588,20140904T000000,219000,4.0,1.5,1370,7944,1.5,0,0,7,1370,0,1961
5589,20141121T000000,570000,3.0,2.5,2420,11953,1.0,0,0,9,2420,0,1990
5590,20141119T000000,262500,4.0,2.75,1500,7036,1.0,0,0,7,1060,440,1979
5591,20140529T000000,525000,5.0,2.5,2630,9216,2.0,0,0,8,2630,0,2003
5592,20150402T000000,520000,2.0,1.0,950,3880,1.0,0,0,6,950,0,1919
5593,20141209T000000,417400,3.0,3.0,2680,12285,1.0,0,0,8,2680,0,1970
5594,20140512T000000,788000,4.0,3.25,3680,5759,2.0,0,0,9,2840,840,2003
5595,20141224T000000,320000,3.0,1.0,1270,7400,1.0,0,2,7,1270,0,1956
5596,20140905T000000,950000,6.0,1.0,2330,5000,1.5,0,0,7,2330,0,1920
5597,20140527T000000,255000,3.0,1.0,960,8100,1.0,0,0,7,960,0,1955
5598,20140520T000000,260000,4.0,2.5,1990,6671,2.0,0,0,7,1990,0,1989
5599,20150312T000000,394000,3.0,1.0,1450,7930,1.0,0,0,6,1150,300,1923
5600,20141231T000000,575000,4.0,2.5,2280,27441,2.0,0,0,8,2280,0,1996
5601,20150319T000000,1250000,4.0,2.25,1830,7200,2.0,0,2,8,1750,80,1923
5602,20140804T000000,385000,3.0,2.25,1650,7800,1.0,0,0,7,1260,390,1969
5603,20141107T000000,456000,5.0,2.75,2720,193406,1.0,0,4,7,1700,1020,1968
5604,20150506T000000,637000,4.0,2.5,1710,5000,1.0,0,0,8,1110,600,1979
5605,20141110T000000,485000,5.0,1.5,1420,9900,1.0,0,0,7,1050,370,1964
5606,20140512T000000,315275,3.0,1.75,1440,8040,1.0,0,0,7,960,480,1951
5607,20140923T000000,252500,2.0,1.5,1280,8710,1.0,0,0,7,1280,0,1967
5608,20150323T000000,240000,2.0,1.0,1320,24319,1.0,0,0,7,1320,0,1966
5609,20141112T000000,790000,4.0,2.5,2560,12760,1.0,0,0,7,1760,800,1949
5610,20140514T000000,310000,3.0,1.0,1480,7830,1.0,0,0,7,1480,0,1952
5611,20141212T000000,1250000,4.0,2.5,2960,20240,2.0,0,4,10,2960,0,1985
5612,20150128T000000,425000,2.0,1.0,1160,5038,1.0,0,0,7,740,420,1942
5613,20140603T000000,548000,3.0,2.5,2110,4099,2.0,0,0,8,2110,0,2001
5614,20140503T000000,379880,3.0,2.5,1650,14054,1.0,0,0,7,1130,520,1986
5615,20140530T000000,530000,3.0,2.5,1950,9906,2.0,0,0,8,1950,0,1988
5616,20150420T000000,695000,3.0,2.25,2600,220300,1.5,0,0,8,2120,480,1977
5617,20140527T000000,435000,3.0,1.0,1270,4000,1.5,0,2,7,1270,0,1928
5618,20140521T000000,540000,3.0,1.75,1300,62290,1.0,0,0,7,1300,0,1983
5619,20140620T000000,425000,3.0,2.25,1790,10209,1.0,0,0,7,1290,500,1967
5620,20140715T000000,490000,3.0,2.5,1930,7266,2.0,0,0,8,1930,0,2005
5621,20140703T000000,220000,4.0,1.0,1200,6000,1.5,0,0,6,1200,0,1923
5622,20150107T000000,540000,4.0,2.5,2050,3784,2.0,0,0,8,2050,0,2001
5623,20141222T000000,670000,3.0,1.0,1710,6195,1.0,0,0,7,1410,300,1946
5624,20141119T000000,667500,3.0,1.75,2130,20423,1.0,0,0,9,2130,0,1953
5625,20140916T000000,585000,3.0,3.5,1700,2197,2.0,0,0,8,1260,440,2010
5626,20141118T000000,225000,3.0,1.5,1390,12500,1.0,0,0,6,1390,0,1976
5627,20140819T000000,375000,3.0,1.0,1230,9877,1.0,0,0,7,1230,0,1954
5628,20141124T000000,335000,3.0,2.0,1490,8847,1.0,0,0,7,1490,0,1967
5629,20150311T000000,680000,5.0,3.25,2440,15815,2.0,0,0,8,1990,450,2014
5630,20150123T000000,600000,3.0,1.0,970,4800,1.0,0,0,6,970,0,1950
5631,20140805T000000,161000,4.0,2.0,1700,8043,1.0,0,0,7,850,850,1954
5632,20150114T000000,220000,4.0,2.0,1700,8043,1.0,0,0,7,850,850,1954
5633,20141204T000000,420000,3.0,1.75,1720,5000,1.5,0,0,8,1720,0,1932
5634,20150327T000000,710000,3.0,1.0,1400,2250,1.5,0,0,7,1400,0,1909
5635,20150122T000000,626000,4.0,2.5,2570,7221,1.0,0,0,8,1570,1000,1958
5636,20140722T000000,279500,3.0,1.5,1200,8040,1.0,0,0,7,1200,0,1959
5637,20140523T000000,1610000,4.0,3.5,4390,11600,2.0,0,3,11,3060,1330,1990
5638,20140801T000000,325000,2.0,1.0,1080,5000,1.0,0,0,7,1080,0,1954
5639,20140717T000000,380000,4.0,2.25,1860,7980,1.0,0,0,8,1860,0,1966
5640,20140826T000000,470000,4.0,2.75,2150,9820,1.0,0,0,8,1220,930,1979
5641,20141205T000000,363000,4.0,3.0,2250,12142,2.0,0,0,8,2250,0,1986
5642,20150219T000000,245000,4.0,2.25,2050,7700,2.0,0,0,7,2050,0,1977
5643,20150226T000000,525000,3.0,1.0,1010,3520,1.0,0,0,7,1010,0,1902
5644,20140625T000000,1700000,5.0,3.5,5850,22885,2.0,0,2,11,4670,1180,1978
5645,20150504T000000,658500,4.0,2.25,1900,5000,1.0,0,0,7,1400,500,1963
5646,20150424T000000,680000,2.0,1.0,1020,8442,1.0,0,4,7,920,100,1941
5647,20150225T000000,835000,4.0,2.0,3390,16025,2.0,0,0,10,3390,0,1987
5648,20140606T000000,595000,4.0,2.5,1990,2175,2.0,0,0,8,1680,310,2005
5649,20150416T000000,419000,4.0,2.5,3190,4980,2.0,0,0,9,3190,0,2005
5650,20140915T000000,198900,2.0,1.0,1210,18700,1.0,0,0,7,1210,0,1940
5651,20140515T000000,1085000,4.0,3.25,3740,12080,1.0,0,0,10,2000,1740,1988
5652,20150423T000000,500000,3.0,3.5,2150,4368,2.0,0,0,8,1610,540,1998
5653,20140711T000000,575000,4.0,1.75,2440,8100,1.0,0,0,9,1620,820,1960
5654,20150402T000000,324950,2.0,1.5,1230,1516,3.0,0,0,8,1230,0,2000
5655,20150226T000000,259000,3.0,2.5,2740,7980,2.0,0,0,7,2740,0,1964
5656,20140516T000000,551000,2.0,2.0,2260,9604,1.0,0,0,9,2260,0,1990
5657,20140808T000000,488000,2.0,1.5,1000,5125,1.0,0,0,7,1000,0,1942
5658,20150305T000000,635000,4.0,2.25,2350,46173,2.0,0,0,8,2350,0,1980
5659,20150311T000000,395000,3.0,2.5,2300,8938,2.0,0,0,9,2300,0,1989
5660,20140818T000000,370000,3.0,1.0,1440,8287,1.5,0,0,7,1440,0,1928
5661,20141024T000000,675000,4.0,3.0,2780,5000,1.5,0,0,7,1710,1070,1919
5662,20150402T000000,402000,3.0,1.0,1200,6825,1.0,0,0,7,1200,0,1954
5663,20140813T000000,825000,3.0,2.75,3040,24192,2.0,0,0,10,3040,0,1987
5664,20150217T000000,579000,3.0,2.75,2660,223027,1.0,0,0,8,1330,1330,1962
5665,20150225T000000,455000,5.0,2.0,1510,3000,2.0,0,0,6,1510,0,1983
5666,20140722T000000,265000,3.0,2.5,1780,6527,2.0,0,0,8,1780,0,1989
5667,20141201T000000,713500,5.0,2.75,2920,9163,1.0,0,0,8,1520,1400,1976
5668,20150106T000000,240000,3.0,1.0,1550,12670,1.0,0,0,7,1550,0,1962
5669,20140911T000000,570000,4.0,3.0,2710,217800,2.5,0,0,9,2710,0,2006
5670,20140626T000000,243800,3.0,1.0,1140,27760,1.0,0,0,6,1140,0,1981
5671,20141212T000000,543000,2.0,1.0,940,3864,1.0,0,0,8,940,0,1918
5672,20141008T000000,1010000,3.0,2.25,2160,7500,2.0,0,0,10,2160,0,1982
5673,20140721T000000,625000,4.0,2.25,2470,17008,2.0,0,0,8,2470,0,1979
5674,20140925T000000,459950,4.0,2.5,2800,6567,2.0,0,0,9,2800,0,2006
5675,20141031T000000,370000,4.0,2.75,2420,39704,1.0,0,0,9,2420,0,1985
5676,20141031T000000,150000,4.0,2.0,1460,7254,1.0,0,0,6,1460,0,1959
5677,20140624T000000,683500,3.0,1.5,1820,5756,1.5,0,0,7,1640,180,1946
5678,20140604T000000,499950,3.0,2.5,1520,2208,2.0,0,0,8,1040,480,2007
5679,20140630T000000,255000,2.0,1.0,1320,9967,1.0,0,0,6,940,380,1919
5680,20150326T000000,279000,3.0,2.5,1920,7779,2.0,0,0,7,1920,0,1989
5681,20141201T000000,910000,5.0,3.0,2640,5096,2.0,0,0,10,2640,0,2009
5682,20140520T000000,699000,4.0,2.5,2650,7945,2.0,0,0,9,2650,0,2006
5683,20150408T000000,1651000,4.0,3.25,3640,13530,1.0,0,0,9,2570,1070,1924
5684,20150325T000000,248000,3.0,1.0,1420,8800,1.0,0,0,6,1090,330,1981
5685,20141107T000000,429000,3.0,1.0,1540,37950,1.0,0,0,7,1090,450,1959
5686,20141027T000000,685000,4.0,1.0,1550,15239,1.5,1,4,6,1370,180,1930
5687,20140731T000000,316000,2.0,1.0,730,5040,1.0,0,0,6,730,0,1927
5688,20150310T000000,410000,2.0,1.0,2020,7540,1.0,0,0,7,1010,1010,1921
5689,20140808T000000,299000,3.0,1.0,1200,15843,1.0,0,2,7,1200,0,1955
5690,20140618T000000,559000,2.0,1.0,1240,6400,1.0,0,1,7,1060,180,1938
5691,20140723T000000,575000,3.0,2.25,2680,100188,2.0,0,0,8,1580,1100,1978
5692,20140714T000000,602000,3.0,2.5,1640,3804,2.0,0,0,8,1640,0,1998
5693,20140522T000000,492000,4.0,2.0,1640,5000,2.0,0,0,7,1640,0,1907
5694,20150327T000000,293500,3.0,2.5,1610,5024,2.0,0,0,7,1610,0,2004
5695,20140722T000000,481000,3.0,2.75,2290,14810,1.0,0,0,7,1400,890,1967
5696,20140509T000000,311100,4.0,2.25,2130,8078,1.0,0,0,7,1380,750,1977
5697,20150417T000000,375000,3.0,1.75,2140,13598,1.5,0,0,7,1620,520,1970
5698,20150210T000000,1075000,3.0,3.0,4020,435600,1.5,0,2,10,4020,0,1999
5699,20150428T000000,500000,5.0,2.5,2030,8400,1.0,0,0,7,1330,700,1968
5700,20150401T000000,553000,3.0,1.0,1380,6250,1.0,0,0,7,1380,0,1918
5701,20141206T000000,760000,3.0,2.0,1780,1750,1.0,0,2,8,1400,380,1927
5702,20150509T000000,589500,4.0,1.5,1440,3200,1.0,0,1,7,960,480,1960
5703,20141114T000000,840000,5.0,2.75,2790,20824,1.0,0,0,9,1680,1110,1959
5704,20140801T000000,2546000,4.0,3.0,4190,8805,2.5,0,2,9,3490,700,1928
5705,20140707T000000,1275000,3.0,2.5,3870,46609,2.0,0,3,9,3870,0,1997
5706,20141201T000000,260000,3.0,2.5,1850,7875,1.0,0,0,7,1250,600,1968
5707,20140716T000000,430000,3.0,2.25,1550,1469,3.0,0,0,8,1550,0,2004
5708,20150304T000000,781000,3.0,2.5,1920,1896,3.0,0,3,8,1920,0,2000
5709,20150328T000000,280000,2.0,1.0,790,13170,1.0,0,0,6,790,0,1947
5710,20140701T000000,392000,5.0,2.25,3740,32481,1.5,0,0,8,2240,1500,1958
5711,20150210T000000,466200,3.0,1.5,1340,8856,1.0,0,0,7,1340,0,1959
5712,20140523T000000,641000,3.0,1.75,1620,3975,1.0,0,0,7,940,680,1926
5713,20150324T000000,350000,3.0,1.0,1680,8010,1.0,0,0,7,840,840,1951
5714,20150204T000000,450000,3.0,2.0,1610,4364,2.0,0,0,8,1610,0,1996
5715,20140520T000000,1800000,4.0,3.5,4460,16953,1.0,0,0,9,2550,1910,1962
5716,20150309T000000,185000,3.0,1.5,1200,1848,2.0,0,0,8,1200,0,1966
5717,20150123T000000,290000,2.0,1.0,1250,12507,1.0,0,0,7,1250,0,1958
5718,20150430T000000,964000,3.0,2.5,3630,9475,2.0,0,0,11,3630,0,1999
5719,20140528T000000,2000000,4.0,3.0,4260,18000,2.0,0,2,11,4260,0,2000
5720,20140611T000000,545000,3.0,2.5,2180,15693,1.0,0,0,8,1850,330,1979
5721,20150312T000000,609950,3.0,2.25,1760,10350,1.0,0,0,7,1330,430,1979
5722,20140804T000000,605000,4.0,2.0,1820,7626,1.0,0,0,7,990,830,1941
5723,20140908T000000,550000,4.0,2.5,2120,9163,1.0,0,0,8,1450,670,1961
5724,20150120T000000,905000,4.0,2.75,2730,4268,2.0,0,1,9,2730,0,2009
5725,20141023T000000,384200,3.0,2.5,2430,7613,2.0,0,0,8,2430,0,1986
5726,20140711T000000,370000,3.0,1.0,1170,1105,1.0,0,0,7,1170,0,1965
5727,20141204T000000,717500,3.0,1.0,2090,4000,1.5,0,2,8,1890,200,1931
5728,20150501T000000,1999000,4.0,3.25,3910,7500,2.0,0,2,11,2550,1360,1933
5729,20141203T000000,365500,2.0,1.0,1140,15624,1.0,0,0,6,1140,0,1909
5730,20150128T000000,580000,2.0,1.5,1460,5700,1.5,0,0,7,1460,0,1912
5731,20141107T000000,415000,4.0,1.5,2700,14760,1.5,0,0,9,2700,0,1940
5732,20150113T000000,272000,2.0,1.0,670,6300,1.0,0,0,6,670,0,1942
5733,20140505T000000,600000,3.0,1.75,1880,6360,1.0,0,0,7,1040,840,1945
5734,20140515T000000,744000,4.0,3.0,1980,5352,2.5,0,0,8,1980,0,1941
5735,20140603T000000,830000,3.0,3.0,2080,10521,1.5,0,0,9,2080,0,2004
5736,20141029T000000,322000,3.0,3.25,1380,1225,3.0,0,0,7,1380,0,2000
5737,20140917T000000,270000,3.0,2.5,1808,19200,1.0,0,0,8,1808,0,2005
5738,20150306T000000,272450,3.0,1.0,1350,7973,1.5,0,0,7,1350,0,1954
5739,20150408T000000,605000,3.0,3.0,1760,2114,2.0,0,0,7,1400,360,2008
5740,20150511T000000,510000,3.0,1.75,1950,8325,1.0,0,0,7,1950,0,1962
5741,20150423T000000,1125000,4.0,3.5,3170,4000,2.0,0,0,10,2340,830,1999
5742,20140612T000000,1688000,4.0,2.5,3000,7500,2.0,0,0,9,3000,0,1937
5743,20150107T000000,162000,4.0,1.0,1460,16638,1.0,0,0,6,1460,0,1975
5744,20150506T000000,337500,3.0,1.75,1350,5850,1.0,0,0,7,1050,300,1973
5745,20150331T000000,312000,3.0,2.25,1470,7857,1.0,0,0,7,1180,290,1973
5746,20140813T000000,740000,4.0,3.0,3350,199253,2.0,0,0,10,3350,0,2004
5747,20150305T000000,700000,4.0,3.0,3350,199253,2.0,0,0,10,3350,0,2004
5748,20140925T000000,328000,4.0,1.0,1360,8136,1.0,0,0,7,1360,0,1948
5749,20150213T000000,241000,3.0,1.0,1020,7538,1.0,0,0,7,1020,0,1981
5750,20140731T000000,265000,3.0,2.25,1840,6750,1.0,0,0,7,1270,570,1980
5751,20150327T000000,246000,5.0,1.75,2030,10200,1.0,0,0,7,2030,0,1958
5752,20140930T000000,271000,4.0,1.75,1490,9112,1.0,0,0,6,970,520,1940
5753,20140625T000000,270000,2.0,1.0,2060,8398,1.0,0,0,7,1260,800,1962
5754,20141117T000000,395000,4.0,2.0,2240,7085,1.5,0,0,7,2240,0,1944
5755,20140731T000000,340000,3.0,2.0,1460,5715,1.0,0,0,7,1460,0,1957
5756,20141016T000000,340000,3.0,1.75,2140,13260,1.0,0,0,7,1240,900,1948
5757,20150306T000000,335000,2.0,2.25,1420,1246,2.0,0,0,8,1420,0,2007
5758,20140625T000000,435000,2.0,1.0,1060,3036,1.5,0,0,6,1060,0,1943
5759,20141009T000000,527950,4.0,1.75,1760,3600,1.0,0,0,7,880,880,1926
5760,20150227T000000,600000,2.0,2.25,2320,18919,2.0,1,4,8,2320,0,1976
5761,20140716T000000,667000,3.0,1.75,1770,3880,1.0,0,0,8,1300,470,1963
5762,20140814T000000,1148000,10.0,5.25,4590,10920,1.0,0,2,9,2500,2090,2008
5763,20150408T000000,417000,3.0,2.5,2040,11211,2.0,0,0,8,2040,0,2000
5764,20150310T000000,451000,4.0,1.75,1260,7250,1.0,0,0,6,1260,0,1943
5765,20150218T000000,580000,2.0,1.0,1650,9780,1.0,0,0,7,950,700,1943
5766,20141217T000000,570000,4.0,2.25,2380,36446,2.0,0,0,8,2380,0,1977
5767,20140610T000000,750000,5.0,3.25,2750,7500,2.0,0,1,7,2150,600,1937
5768,20140527T000000,685000,3.0,2.5,2810,7700,2.0,0,0,9,2810,0,2001
5769,20141226T000000,275000,3.0,2.0,1340,9764,1.0,0,0,7,1340,0,1944
5770,20140618T000000,739888,3.0,2.5,2420,43177,2.0,0,4,8,1690,730,1989
5771,20140527T000000,715000,2.0,2.5,2160,5581,1.0,0,0,8,2160,0,2002
5772,20150325T000000,800000,4.0,2.0,2450,4400,1.0,0,0,7,1450,1000,1913
5773,20141124T000000,350000,3.0,1.5,1870,9000,1.0,0,0,7,1120,750,1923
5774,20141124T000000,220000,3.0,1.0,1000,223462,1.0,0,2,6,1000,0,1933
5775,20141009T000000,452500,3.0,2.5,2240,7791,2.0,0,0,7,2240,0,2002
5776,20150316T000000,280000,4.0,2.5,2200,5893,2.0,0,0,7,2200,0,2008
5777,20141023T000000,248000,1.0,1.0,790,12000,1.0,0,0,6,790,0,1918
5778,20150417T000000,305000,2.0,1.0,890,7200,1.0,0,0,7,740,150,1949
5779,20150312T000000,435010,3.0,1.0,1270,4000,1.0,0,0,7,1120,150,1954
5780,20140718T000000,678100,3.0,1.75,1850,2860,1.5,0,0,8,1210,640,1931
5781,20140509T000000,325000,3.0,2.25,1352,1694,3.0,0,0,8,1352,0,2007
5782,20140714T000000,529950,3.0,2.0,1540,8400,1.0,0,0,7,1180,360,1968
5783,20141223T000000,440000,3.0,1.75,1640,8529,1.0,0,0,7,1640,0,1951
5784,20150316T000000,585000,3.0,1.0,1350,4800,1.5,0,0,7,1350,0,1928
5785,20140820T000000,462608,3.0,2.5,2010,2778,2.0,0,0,8,1390,620,2014
5786,20150407T000000,350500,3.0,1.75,2080,5200,1.0,0,0,7,1040,1040,1974
5787,20141110T000000,210000,3.0,1.0,1040,8125,1.0,0,0,7,1040,0,1956
5788,20150206T000000,510000,3.0,2.5,1890,5929,2.0,0,0,8,1890,0,1993
5789,20150506T000000,280000,3.0,2.25,1810,7630,1.0,0,0,7,1810,0,1959
5790,20150303T000000,385000,3.0,1.75,1930,14389,1.0,0,0,7,1130,800,1963
5791,20140625T000000,349000,3.0,1.0,1010,8184,1.0,0,0,6,1010,0,1947
5792,20140826T000000,252000,3.0,2.25,1740,10836,1.0,0,0,7,910,830,1981
5793,20141030T000000,1100000,4.0,2.5,2910,8881,2.0,0,1,10,1940,970,1932
5794,20141211T000000,375000,3.0,2.25,1330,8004,2.0,0,0,7,1330,0,1985
5795,20140714T000000,336000,4.0,2.25,2210,11700,2.0,0,0,8,2210,0,1967
5796,20140702T000000,732000,3.0,3.75,2670,6517,2.5,0,4,8,2020,650,1977
5797,20140806T000000,200000,2.0,1.0,1000,6227,1.0,0,0,6,1000,0,1949
5798,20140528T000000,681716,4.0,2.5,3150,7277,2.0,0,0,9,3150,0,2006
5799,20150225T000000,235000,3.0,1.75,1520,12246,1.0,0,0,6,1520,0,1971
5800,20141009T000000,257500,3.0,1.0,1690,13825,1.0,0,0,7,1210,480,1955
5801,20140929T000000,315000,3.0,1.0,1070,9497,1.0,0,0,7,1070,0,1955
5802,20140520T000000,299950,3.0,1.0,910,8000,1.0,0,0,6,740,170,1950
5803,20140711T000000,530000,4.0,2.25,2130,8640,1.0,0,0,7,1430,700,1969
5804,20140915T000000,766500,2.0,1.75,2230,6930,1.0,0,0,8,1530,700,1947
5805,20140513T000000,860000,4.0,2.5,3560,11119,1.0,0,2,10,2290,1270,1986
5806,20150131T000000,690000,3.0,2.5,2590,4961,2.0,0,0,9,2590,0,1944
5807,20150318T000000,551000,4.0,1.75,2040,6348,1.0,0,0,7,1020,1020,1962
5808,20141121T000000,530000,3.0,2.75,2100,20150,1.0,0,0,7,2100,0,1955
5809,20150420T000000,568000,3.0,1.0,1340,7260,1.5,0,0,7,1340,0,1953
5810,20140520T000000,749950,3.0,2.5,2770,10773,2.0,0,2,9,2770,0,1992
5811,20141006T000000,535000,3.0,2.5,2400,12546,1.0,0,0,9,2400,0,1983
5812,20150409T000000,234300,3.0,1.0,1140,9779,1.0,0,0,7,1140,0,1963
5813,20140821T000000,190000,2.0,1.0,930,11450,1.0,0,0,6,930,0,1946
5814,20141010T000000,525000,4.0,1.75,1820,6600,1.0,0,0,7,1820,0,1960
5815,20141106T000000,610000,4.0,1.0,1390,3708,1.5,0,0,7,1390,0,1926
5816,20141003T000000,520000,3.0,2.5,1480,1165,3.0,0,0,8,1480,0,2006
5817,20150422T000000,375000,2.0,1.0,760,6000,1.0,0,0,6,760,0,1942
5818,20140528T000000,600000,3.0,1.75,1580,7416,1.0,0,0,7,1150,430,1967
5819,20141023T000000,664000,4.0,2.5,1870,16200,1.0,0,0,8,1250,620,1974
5820,20150504T000000,698000,2.0,1.0,1510,4080,1.0,0,0,7,1010,500,1923
5821,20140827T000000,418000,3.0,2.0,1250,1306,3.0,0,0,7,1250,0,2001
5822,20140818T000000,271675,3.0,1.75,2140,13068,1.0,0,0,7,1460,680,1974
5823,20150507T000000,450000,3.0,1.0,1540,9028,1.0,0,0,6,1540,0,1968
5824,20140509T000000,759000,3.0,2.25,2950,78843,1.5,0,0,9,2950,0,2006
5825,20150115T000000,599950,6.0,3.0,2020,4129,1.0,0,0,7,1230,790,1994
5826,20150122T000000,810000,4.0,2.75,2820,5000,1.5,0,0,8,2170,650,1927
5827,20140729T000000,331292,3.0,1.75,1660,10000,1.0,0,0,7,1660,0,1972
5828,20150406T000000,348000,3.0,1.75,1830,2417,1.0,0,0,7,930,900,1919
5829,20140919T000000,435000,2.0,1.0,720,5600,1.0,0,0,7,720,0,1920
5830,20150219T000000,530000,3.0,2.5,2160,9063,2.0,0,0,8,2160,0,1992
5831,20140922T000000,227000,3.0,1.75,1510,9837,2.0,0,0,7,1510,0,1989
5832,20141003T000000,285000,3.0,1.5,1870,42070,1.0,0,0,7,1870,0,1953
5833,20150317T000000,740000,4.0,2.25,2860,26136,1.0,0,0,8,1640,1220,1977
5834,20150311T000000,246000,3.0,1.0,990,9145,1.5,0,0,6,990,0,1939
5835,20150217T000000,260000,3.0,1.0,1910,8710,1.0,0,0,7,1080,830,1954
5836,20140811T000000,366000,3.0,2.0,1350,10200,1.0,0,0,7,1350,0,1977
5837,20141026T000000,594950,4.0,3.25,2557,9480,2.0,0,2,7,2557,0,1948
5838,20150327T000000,608000,3.0,2.75,2610,5000,2.0,0,0,7,1710,900,1946
5839,20150408T000000,313100,3.0,2.0,1720,11875,1.0,0,0,6,1720,0,1905
5840,20141003T000000,185000,3.0,1.75,1170,9085,1.0,0,0,7,1170,0,1967
5841,20150504T000000,455000,2.0,1.0,1140,11480,1.0,0,0,6,1140,0,1907
5842,20140711T000000,235000,3.0,2.5,2350,9051,1.0,0,0,8,1570,780,1966
5843,20141030T000000,230000,3.0,1.0,1020,12289,1.0,0,0,7,1020,0,1967
5844,20141120T000000,770000,4.0,2.25,2730,5000,1.0,0,0,7,1460,1270,1955
5845,20141002T000000,240000,4.0,2.25,1830,7614,2.0,0,0,7,1830,0,1991
5846,20150219T000000,461000,3.0,2.5,1690,3026,2.0,0,0,7,1690,0,2002
5847,20150327T000000,1580000,4.0,2.5,2900,10500,1.0,0,3,8,1450,1450,1963
5848,20141009T000000,1822500,4.0,4.5,6380,88714,2.0,0,0,12,6380,0,2006
5849,20141123T000000,452000,3.0,2.5,1690,4000,2.0,0,0,7,1690,0,2004
5850,20141003T000000,765000,4.0,2.5,2660,5043,2.0,0,2,9,2660,0,2003
5851,20150422T000000,1050000,4.0,4.0,4550,54013,1.0,0,1,9,2300,2250,1989
5852,20150505T000000,546000,3.0,3.0,1530,9999,1.0,0,0,7,1150,380,1983
5853,20150122T000000,781000,3.0,2.5,2070,4463,1.5,0,0,8,1780,290,1931
5854,20150120T000000,538000,4.0,1.75,1880,7953,1.0,0,0,7,1880,0,1965
5855,20140819T000000,790000,4.0,2.5,2240,8664,1.0,0,0,8,1470,770,1975
5856,20141021T000000,696500,4.0,2.75,2540,4400,1.5,0,0,7,1630,910,1925
